Paper	Outlet	Year	PaperID	Empirical Exp./Analysis	human?	"Averaged or single task? (s: single tasks; a: averaged; na = not applicable)"	Explanation	Task (to evaluate whether aggregation makes sense or not)
Questions Developers Ask While Diagnosing Potential Security Vulnerabilities with Static Analysis	FSE	2015	FSE2015_15	yes	yes	na	Explorative study, asked participants to ask questions -> more qualitative work	Find security bugs, think aloud protocol
Detecting Event Anomalies in Event-Based Systems	FSE	2015	FSE2015_16	yes	no			
main.dvi	FSE	2015	FSE2015_17	yes	yes	na	survey	
Auto-patching DOM-Based XSS at Scale	FSE	2015	FSE2015_18	yes	no			
metric.pdf	FSE	2015	FSE2015_19	yes	no			
Modeling Readability to Improve Unit Tests	FSE	2015	FSE2015_2	yes	yes	s	Evaluation of domain-specific model of readibility unit tests, controlled study of 10 tests. Results are presented and discussed individually	Will the presented unit test fail or not?
Users Beware: Preference Inconsistencies Ahead	FSE	2015	FSE2015_20	yes	no			
Hey, You Have Given Me Too Many Knobs!: Understanding and Dealing with Over-Designed Configuration in System Software	FSE	2015	FSE2015_21	yes	no			
Crowd Debugging	FSE	2015	FSE2015_22	yes	no			
On the Use of Delta Debugging to Reduce Recordings and Facilitate Debugging of Web Applications	FSE	2015	FSE2015_23	yes	yes	s	Evaluate short recorded failures, four faulty programs -> individually presented	Observe recordings, detect the failure in the application
MemInsight: Platform-Independent Memory Debugging for JavaScript	FSE	2015	FSE2015_24	yes	no			
JITProf: Pinpointing JIT-Unfriendly JavaScript Code	FSE	2015	FSE2015_25	yes	no			
Cross-Language Program Slicing for Dynamic Web Applications	FSE	2015	FSE2015_26	yes	no			
Suggesting Accurate Method and Class Names	FSE	2015	FSE2015_27	yes	no			
Detecting JavaScript Races That Matter	FSE	2015	FSE2015_28	yes	no			
The Making of Cloud Applications: An Empirical Study on Software Development for the Cloud	FSE	2015	FSE2015_29	yes	yes	na	interviews/survey	
Improving Model-Based Test Generation by Model Decomposition	FSE	2015	FSE2015_3	yes	no			
An Empirical Study of Goto in C Code from GitHub Repositories	FSE	2015	FSE2015_30	yes	no			
Microsoft Word - FSE2015-Feb09-v17-final.docx	FSE	2015	FSE2015_31	yes	yes	na	qualitative work	
What Change History Tells Us about Thread Synchronization	FSE	2015	FSE2015_32	yes	no			
Finding Schedule-Sensitive Branches	FSE	2015	FSE2015_33	yes	no			
Paper Title	FSE	2015	FSE2015_34	yes	no			
A User-Guided Approach to Program Analysis	FSE	2015	FSE2015_35	yes	yes	s	Evaluation of analysis/output tool, three benchmarks -> authors discuss every one individually	Eliminate false reports/retain true reports
Hidden Truths in Dead Software Paths	FSE	2015	FSE2015_36	yes	no			
P3: Partitioned Path Profiling	FSE	2015	FSE2015_37	yes	no			
Proceedings Template - WORD	FSE	2015	FSE2015_38	yes	no			
Measure It? Manage It? Ignore It? Software Practitioners and Technical Debt	FSE	2015	FSE2015_39	yes	yes	na	survey/interviews	
Automated Multi-objective Control for Self-Adaptive Software Design	FSE	2015	FSE2015_4	yes	no			
Heterogeneous Defect Prediction	FSE	2015	FSE2015_40	yes	no			
main.pdf	FSE	2015	FSE2015_41	yes	yes	s	Study to evaluate proof-of-concept tool that improves efficiency when copy&pasting code, two groups with/without tool, six cases as tasks, results are discussed individually	Finish 6 programming tasks, include copy, paste and modifying code
Is the Cure Worse Than the Disease? Overfitting in Automated Program Repair	FSE	2015	FSE2015_42	yes	no			
Responsive Designs in a Snap	FSE	2015	FSE2015_43	yes	yes	na	Tiny preliminary user study to evaluate UI tool	Create three responsive Uis different levels of complexity
CLOTHO: Saving Programs from Malformed Strings and Incorrect String-Handling	FSE	2015	FSE2015_44	yes	no			
Query-Based Configuration of Text Retrieval Solutions for Software Engineering Tasks	FSE	2015	FSE2015_45	yes	no			
Information Retrieval and Spectrum Based Bug Localization: Better Together	FSE	2015	FSE2015_46	yes	no			
Microsoft Word - FSE 2015 CR final.doc	FSE	2015	FSE2015_47	yes	no			
Symbolic Execution of Programs with Heap Inputs	FSE	2015	FSE2015_48	yes	no			
Automatically Computing Path Complexity of Programs	FSE	2015	FSE2015_49	yes	no			
Synthesizing Tests for Detecting Atomicity Violations	FSE	2015	FSE2015_5	yes	no			
Automatically Deriving Pointer Reference Expressions from Binary Code for Memory Dump Analysis	FSE	2015	FSE2015_50	yes	no			
Summarizing and Measuring Development Activity	FSE	2015	FSE2015_51	yes	yes	na	Survey, qualitative work	
A Method to Identify and Correct Problematic Software Activity Data: Exploiting Capacity Constraints and Data Redundancies	FSE	2015	FSE2015_52	yes	no			
Gamification for Enforcing Coding Conventions	FSE	2015	FSE2015_53	yes	yes	na	Qualitative, explorative work	
String Analysis for Java and Android Applications	FSE	2015	FSE2015_54	yes	no			
Auto-completing Bug Reports for Android Applications	FSE	2015	FSE2015_55	yes	yes	av	Evaluation of enhanced bug reporting tool with auto-completion, difficult to understand, but discussion appears to be on averages	1: Construct bug reports, 2: reproduction of bug reports
CLAPP: Characterizing Loops in Android Applications	FSE	2015	FSE2015_56	yes	no			
TLV: Abstraction through Testing, Learning, and Validation	FSE	2015	FSE2015_57	yes	no			
Mimic: Computing Models for Opaque Code	FSE	2015	FSE2015_58	yes	no			
Witness Validation and Stepwise Testification across Software Verifiers	FSE	2015	FSE2015_59	yes	no			
Optimizing Energy Consumption of GUIs in Android Apps: A Multi-objective Approach	FSE	2015	FSE2015_6	yes	yes	na	Qualitative work for different color sets	
Systematic Testing of Asynchronous Reactive Systems	FSE	2015	FSE2015_60	yes	no			
Efficient and Reasonable Object-Oriented Concurrency	FSE	2015	FSE2015_61	yes	no			
FlexJava: Language Support for Safe and Modular Approximate Programming	FSE	2015	FSE2015_62	yes	yes	s	Evaluation of approximate programming tool, small part of the paper	Annotate three programs FlexJava vs. competitor
Getting to Know You: Towards a Capability Model for Java	FSE	2015	FSE2015_63	yes	no			
Efficient Dependency Detection for Safe Java Test Acceleration	FSE	2015	FSE2015_64	yes	no			
Turning Programs against Each Other: High Coverage Fuzz-Testing using Binary-Code Mutation and Dynamic Slicing	FSE	2015	FSE2015_65	yes	no			
Guided Differential Testing of Certificate Validation in SSL/TLS Implementations	FSE	2015	FSE2015_66	yes	no			
fse15.pdf	FSE	2015	FSE2015_67	yes	no			
NimbusSanL-Regu	FSE	2015	FSE2015_68	yes	no			
Impact of Developer Turnover on Quality in Open-Source Software	FSE	2015	FSE2015_69	yes	no			
Generating TCP/UDP Network Data for Automated Unit Test Generation	FSE	2015	FSE2015_7	yes	no			
Effective Test Suites for Mixed Discrete-Continuous Stateflow Controllers	FSE	2015	FSE2015_70	yes	no			
MultiSE: Multi-path Symbolic Execution using Value Summaries	FSE	2015	FSE2015_71	yes	no			
main.pdf	FSE	2015	FSE2015_72	yes	no			
Iterative Distribution-Aware Sampling for Probabilistic Symbolic Execution	FSE	2015	FSE2015_73	yes	no			
GR(1) Synthesis for LTL Specification Patterns	FSE	2015	FSE2015_74	yes	no			
Staged Program Repair with Condition Synthesis	FSE	2015	FSE2015_8	yes	no			
When, How, and Why Developers (Do Not) Test in Their IDEs	FSE	2015	FSE2015_9	yes	yes	na	Long-term field study of five months	
How to Break an API: Cost Negotiation and Community Values in Three Software Ecosystems	FSE	2016	FSE2016_1	yes	no			
Keep It SIMPLEX: Satisfying Multiple Goals with Guarantees in Control-Based Self-Adaptive Systems	FSE	2016	FSE2016_10	yes	no			
Automated Change Impact Analysis between SysML Models of Requirements and Design	FSE	2016	FSE2016_11	yes	no			
Parameter-Free Probabilistic API Mining across GitHub	FSE	2016	FSE2016_12	yes	no			
API Deprecation: A Retrospective Analysis and Detection Method for Code Examples on the Web	FSE	2016	FSE2016_13	yes	no			
Titanium: Efficient Analysis of Evolving Alloy Specifications	FSE	2016	FSE2016_14	yes	no			
When Should Internal Interfaces Be Promoted to Public?	FSE	2016	FSE2016_15	yes	no			
Pollux: Safely Upgrading Dependent Application Libraries	FSE	2016	FSE2016_16	yes	no			
Extracting Instruction Semantics via Symbolic Execution of Code Generators	FSE	2016	FSE2016_17	yes	no			
Efficient Generation of Inductive Validity Cores for Safety Properties	FSE	2016	FSE2016_18	yes	no			
Correctness Witnesses: Exchanging Verification Results between Verifiers	FSE	2016	FSE2016_19	yes	no			
Python Predictive Analysis for Bug Detection	FSE	2016	FSE2016_2	yes	no			
SMT-Based Verification of Parameterized Systems	FSE	2016	FSE2016_20	yes	no			
On-the-Fly Decomposition of Specifications in Software Model Checking	FSE	2016	FSE2016_21	yes	no			
On Well-Separation of GR(1) Specifications	FSE	2016	FSE2016_22	yes	no			
Lightweight Specification and Analysis of Dynamic Systems with Rich Configurations	FSE	2016	FSE2016_23	yes	no			
Gray Links in the Use of Requirements Traceability	FSE	2016	FSE2016_24	yes	yes	s, but only one task	Evaluation of requirement tracibility, only one task each	Different tasks per group: correct/change/reuse requirement
paper	FSE	2016	FSE2016_25	yes	no			
Understanding and Detecting Wake Lock Misuses for Android Applications	FSE	2016	FSE2016_26	yes	no			
DiagDroid: Android Performance Diagnosis via Anatomizing Asynchronous Executions	FSE	2016	FSE2016_27	yes	no			
Minimizing GUI Event Traces	FSE	2016	FSE2016_28	yes	no			
Causal Impact Analysis for App Releases in Google Play	FSE	2016	FSE2016_29	yes	yes	na	Qualitative feedback	
Crash Consistency Validation Made Easy	FSE	2016	FSE2016_3	yes	no			
Static DOM Event Dependency Analysis for Testing Web Applications	FSE	2016	FSE2016_30	yes	no			
On-Demand Strong Update Analysis via Value-Flow Refinement	FSE	2016	FSE2016_31	yes	no			
Call Graph Construction for Java Libraries	FSE	2016	FSE2016_32	yes	no			
Revamping JavaScript Static Analysis via Localization and Remediation of Root Causes of Imprecision	FSE	2016	FSE2016_33	yes	no			
What Would Users Change in My App? Summarizing App Reviews for Recommending Software Changes	FSE	2016	FSE2016_34	yes	yes	na	Evaluation of summarized app reviews	
Designing Minimal Effective Normative Systems with the Help of Lightweight Formal Methods	FSE	2016	FSE2016_35	yes	no			
API Code Recommendation using Statistical Learning from Fine-Grained Changes	FSE	2016	FSE2016_36	yes	no			
Proceedings Template - WORD	FSE	2016	FSE2016_37	yes	yes	na	Expert interview/feedback	
Interactive and Guided Architectural Refactoring with Search-Based Recommendation	FSE	2016	FSE2016_38	yes	yes	a	Evaluation of refactoring tool, two groups: with/without tool, only a single task	Single refactoring task on their system
Can Testedness be Effectively Measured?	FSE	2016	FSE2016_39	yes	no			
Discovering Bug Patterns in JavaScript	FSE	2016	FSE2016_4	yes	no			
A Large-Scale Empirical Comparison of Static and Dynamic Test Case Prioritization Techniques	FSE	2016	FSE2016_40	yes	no			
Analyzing the Validity of Selective Mutation with Dominator Mutants	FSE	2016	FSE2016_41	yes	no			
An Extensive Study of Static Regression Test Selection in Modern Software Evolution	FSE	2016	FSE2016_42	yes	no			
PerfGuard: Binary-Centric Application Performance Monitoring in Production Environments	FSE	2016	FSE2016_43	yes	no			
Python Probabilistic Type Inference with Natural Language Support	FSE	2016	FSE2016_44	yes	no			
fse-xie.pdf	FSE	2016	FSE2016_45	yes	no			
Detecting and Fixing Precision-Specific Operations for Measuring Floating-Point Errors	FSE	2016	FSE2016_46	yes	no			
Deep API Learning	FSE	2016	FSE2016_47	yes	no			
Build System with Lazy Retrieval for Java Projects	FSE	2016	FSE2016_48	yes	no			
iGen: Dynamic Interaction Inference for Configurable Software	FSE	2016	FSE2016_49	yes	no			
Effort-Aware Just-in-Time Defect Prediction: Simple Unsupervised Models Could Be Better Than Supervised Models	FSE	2016	FSE2016_5	yes	no			
CacheOptimizer: Helping Developers Configure Caching Frameworks for Hibernate-Based Database-Centric Web Applications	FSE	2016	FSE2016_50	yes	no			
BinGo: Cross-Architecture Cross-OS Binary Search	FSE	2016	FSE2016_51	yes	no			
Proceedings Template - WORD	FSE	2016	FSE2016_52	yes	no			
Code Relatives: Detecting Similarly Behaving Software	FSE	2016	FSE2016_53	yes	no			
Understanding and Generating High Quality Patches for Concurrency Bugs	FSE	2016	FSE2016_54	yes	no			
Anti-patterns in Search-Based Program Repair	FSE	2016	FSE2016_55	yes	no			
A Cross-Tool Communication Study on Program Analysis Tool Notifications	FSE	2016	FSE2016_56	yes	yes	na	Exploratory study	
Semi-supervised Verified Feedback Generation	FSE	2016	FSE2016_57	yes	no			
WATERFALL: An Incremental Approach for Repairing Record-Replay Tests of Web Applications	FSE	2016	FSE2016_58	yes	no			
doc.pdf	FSE	2016	FSE2016_59	yes	yes	s	Two experiments regarding efficiency of projectional/parser-based editors, results and discussion on individual task bases	4 common code-editing activities in C
...	FSE	2016	FSE2016_6	yes	no			
ECHO: Instantaneous In Situ Race Detection in the IDE	FSE	2016	FSE2016_60	yes	no			
Proceedings Template - WORD	FSE	2016	FSE2016_61	yes	no			
Flow-Sensitive Composition of Thread-Modular Abstract Interpretation	FSE	2016	FSE2016_62	yes	no			
A Deployable Sampling Strategy for Data Race Detection	FSE	2016	FSE2016_63	yes	no			
Online Shared Memory Dependence Reduction via Bisectional Coordination	FSE	2016	FSE2016_64	yes	no			
Parallel Data Race Detection for Task Parallel Programs with Locks	FSE	2016	FSE2016_65	yes	no			
Paradise Unplugged: Identifying Barriers for Female Participation on Stack Overflow	FSE	2016	FSE2016_66	yes	yes	na	Interviews/survey	
Factors Influencing Code Review Processes in Industry	FSE	2016	FSE2016_67	yes	yes	na	Grounded theory	
Why We Refactor? Confessions of GitHub Contributors	FSE	2016	FSE2016_68	yes	yes	na	Feedback	
Effectiveness of Code Contribution: From Patch-Based to Pull-Request-Based Tools	FSE	2016	FSE2016_69	yes	no			
Multi-representational Security Analysis	FSE	2016	FSE2016_7	yes	no			
sig-alternate.pdf	FSE	2016	FSE2016_70	yes	no			
perf.eps	FSE	2016	FSE2016_71	yes	no			
Field-Exhaustive Testing	FSE	2016	FSE2016_72	yes	no			
Microsoft Word - fse16-valueAndCosts-2016-10-20_0900_correctedCameraReady2.docx	FSE	2016	FSE2016_73	yes	yes	na	Think-aloud	
WebRanz: Web Page Randomization for Better Advertisement Delivery and Web-Bot Prevention	FSE	2016	FSE2016_8	yes	no			
A Discrete-Time Feedback Controller for Containerized Cloud Applications	FSE	2016	FSE2016_9	yes	no			
Loopster: Static Loop Termination Analysis	FSE	2017	FSE2017_1	yes	no			
CodeCarbonCopy	FSE	2017	FSE2017_10	yes	no			
Using Bad Learners to Find Good Configurations	FSE	2017	FSE2017_11	yes	no			
